batik-smallHotSpot-inst-1m-64.entropy,0.03043378
apsi-ref-apsi-data-100k-4096.entropy,0.05009541
applu-ref-applu-data-100k-64.entropy,0.06250624
avrora-defaultJ9-inst-1m-64.entropy,0.06401876
pmd-smallJikesRVM-inst-100k-4096.entropy,0.06553201
pmd-small-3-trace-data-1m-64.entropy,0.07457554
batik-defaultHotSpot-both-1m-64.entropy,0.0821754
pmd-small-1-trace-inst-100k-4096.entropy,0.08693505
xalan-defaultJ9-both-1m-64.entropy,0.0887476
h2-tinyJikesRVM-inst-1m-64.entropy,0.09158081
avrora-defaultJ9-inst-100k-64.entropy,0.09209292
mcf-ref-mcf-data-100k-64.entropy,0.09426579
lusearch-defaultHotSpot-inst-100k-64.entropy,0.09988123
avrora-smallJ9-inst-1m-64.entropy,0.10947524
eclipse-defaultJikesRVM-inst-1m-64.entropy,0.1137257
ammp-ref-ammp-data-1m-4096.entropy,0.11396322
h2-smallJikesRVM-inst-100k-64.entropy,0.12631026
pmd-small-6-trace-data-100k-4096.entropy,0.12718998
parser-ref-parser-inst-1m-64.entropy,0.12955739
bzip2-ref-bzip21-inst-1m-64.entropy,0.13998155
mesa-ref-mesa-data-100k-64.entropy,0.14016007
vortex-ref-vortex3-inst-100k-64.entropy,0.14054267
xalan-defaultJikesRVM-data-100k-64.entropy,0.15186121
lusearch-defaultHotSpot-both-100k-64.entropy,0.15378425
pmd-smallJ9-inst-1m-4096.entropy,0.15640178
fop-smallJ9-both-1m-64.entropy,0.15757424
parser-ref-parser-data-100k-4096.entropy,0.1623622
perlbmk-ref-perlbmk1-both-1m-4096.entropy,0.16851082
batik-smallHotSpot-data-100k-64.entropy,0.16966423
fop-defaultJ9-both-1m-64.entropy,0.17061821
eclipse-defaultHotSpot-both-100k-64.entropy,0.1707021
pmd-small-6-trace-inst-100k-4096.entropy,0.17230697
jython-defaultJikesRVM-inst-100k-64.entropy,0.17320216
pmd-small-0-trace-inst-100k-4096.entropy,0.18106653
tomcat-defaultJikesRVM-both-1m-64.entropy,0.1942959
batik-defaultJ9-data-1m-4096.entropy,0.19508697
pmd-smallJikesRVM-both-100k-64.entropy,0.20228229
luindex-defaultJikesRVM-inst-1m-64.entropy,0.20503677
perlbmk-ref-perlbmk3-inst-100k-4096.entropy,0.21013823
avrora-defaultJikesRVM-inst-100k-64.entropy,0.21839501
h2-defaultHotSpot-both-1m-64.entropy,0.22223973
pmd-defaultJikesRVM-data-100k-64.entropy,0.22559562
fop-defaultHotSpot-both-1m-4096.entropy,0.22954306
pmd-defaultHotSpot-inst-1m-64.entropy,0.2511681
pmd-defaultJ9-inst-100k-64.entropy,0.25527877
pmd-smallHotSpot-inst-1m-4096.entropy,0.25572357
h2-tinyHotSpot-both-100k-64.entropy,0.25746867
lusearch-smallHotSpot-both-1m-64.entropy,0.25937817
luindex-defaultHotSpot-data-100k-64.entropy,0.26716256
luindex-smallJikesRVM-both-1m-4096.entropy,0.27595419
lusearch-defaultJ9-both-100k-4096.entropy,0.27661413
eclipse-smallHotSpot-data-100k-64.entropy,0.28932753
sunflow-smallJikesRVM-both-1m-4096.entropy,0.2956211
xalan-smallJ9-both-100k-4096.entropy,0.31840965
avrora-smallJ9-data-1m-64.entropy,0.32672426
jython-defaultJikesRVM-both-1m-4096.entropy,0.32922015
batik-smallJ9-both-100k-64.entropy,0.3412323
batik-smallJ9-both-1m-64.entropy,0.34435517
bzip2-ref-bzip23-data-100k-4096.entropy,0.35261896
eclipse-defaultJ9-both-1m-4096.entropy,0.35703704
pmd-smallJikesRVM-both-100k-4096.entropy,0.36226422
eclipse-smallJ9-data-100k-64.entropy,0.37273929
vortex-ref-vortex-data-100k-4096.entropy,0.38203162
perlbmk-ref-perlbmk2-data-100k-4096.entropy,0.39364746
bzip2-ref-bzip22-data-100k-4096.entropy,0.39823371
h2-defaultJikesRVM-both-1m-4096.entropy,0.40767762
batik-smallHotSpot-data-100k-4096.entropy,0.42031541
fop-defaultHotSpot-both-100k-4096.entropy,0.43809095
h2-smallJ9-data-1m-4096.entropy,0.46715927
h2-defaultJ9-both-100k-4096.entropy,0.46948287
sunflow-defaultJ9-both-1m-4096.entropy,0.48455071
galgel-ref-galgel-inst-100k-64.entropy,0.48870984
vortex-ref-vortex-both-100k-4096.entropy,0.50595647
sunflow-smallJ9-both-100k-4096.entropy,0.5241363
xalan-smallHotSpot-both-100k-4096.entropy,0.52507478
h2-smallJ9-both-1m-4096.entropy,0.54128933
eclipse-defaultJ9-data-1m-4096.entropy,0.56549668
lusearch-smallJikesRVM-both-100k-64.entropy,0.58857673
eclipse-smallHotSpot-data-1m-4096.entropy,0.678137
gcc-ref-cc15-both-100k-4096.entropy,0.67982036
jython-smallJikesRVM-data-1m-4096.entropy,0.70821697
art-ref-art-inst-1m-64.entropy,0.78548437
luindex-defaultJikesRVM-data-1m-4096.entropy,0.83006287
pmd-defaultJ9-data-1m-4096.entropy,0.83294195
bzip2-ref-bzip21-both-1m-4096.entropy,0.86894977
vpr-ref-vpr2-both-100k-64.entropy,0.94704551
sunflow-smallJ9-data-1m-4096.entropy,0.9939304
gcc-ref-cc12-data-1m-4096.entropy,0.99738872
equake-ref-equake-both-1m-64.entropy,1.04682982
avrora-defaultJikesRVM-data-100k-4096.entropy,1.14835942
